"","purchaseId","customer","n_items","value","region","office","predictor","profit"
"2890",2890,5,4,578.678458859567,"Asia",4,53531.1004691175,18.5267669695083
"2891",2891,78,3,562.620016366243,"EU",3,56282.6000285712,99.3360608624392
"2892",2892,31,4,534.216878631803,"Asia",3,21663.9312757021,-57.4928106108648
"2894",2894,29,5,465.802871878014,"NA",2,41375.9325862527,-309.933808068579
"2895",2895,59,7,648.232220197529,"EU",2,26999.5169173884,-292.81690155537
"2896",2896,3,5,919.53413960551,"Asia",3,62072.6993240425,196.15045967439
"2905",2905,89,9,1398.89884511101,"EU",3,99514.8527498539,204.414670038908
"2907",2907,5,4,355.784662822001,"Asia",3,96217.733095052,-191.718230668226
"2910",2910,56,5,435.851815467114,"Asia",4,46926.5390653952,-247.193386941351
"2913",2913,50,3,517.936334707092,"Asia",3,53305.8363732104,70.3012082050616
"2914",2914,64,8,1127.77433435225,"EU",2,68101.0463165778,-20.4066983380264
"2916",2916,12,9,764.83126506631,"NA",3,68142.8986032314,-375.46645042497
"2917",2917,47,12,1101.66635219324,"Asia",3,12008.927742793,-455.68306660024
"2918",2918,73,13,1393.61147344902,"Asia",3,45268.7156861702,-356.060776942438
"2920",2920,82,6,827.915712851241,"SA",4,33319.8850526295,-58.5825740083188
"2922",2922,72,13,2032.45617512492,"Asia",4,54607.8264918777,320.14235095337
"2924",2924,98,12,1840.52983110755,"Asia",1,82824.1175728999,436.012129423661
"2925",2925,61,8,819.892438497378,"NA",1,67894.5552841513,-3.43518389118378
"2926",2926,92,10,834.181380780496,"Asia",3,16980.6516215375,-494.456387892202
"2927",2927,73,12,1552.81225116834,"Asia",2,38286.8925980385,-101.196027350721
"2928",2928,1,3,328.780990740686,"Asia",2,95589.827049322,-73.720901432022
"2932",2932,24,13,1854.35660990165,"Asia",4,45952.571773048,142.851445331427
"2934",2934,80,6,884.877336210681,"EU",4,39386.0749816624,58.0968538537918
"2936",2936,39,11,1335.01287367506,"EU",3,53509.2289962647,-129.300534048208
"2937",2937,33,4,707.212729698442,"Asia",4,78220.2539341708,56.9943403940606
"2938",2938,23,13,1434.83819364755,"EU",2,19888.1469904559,-301.060037503694
"2942",2942,55,5,458.438714785749,"Asia",3,39680.2105547141,-301.296386733114
"2943",2943,66,9,1211.10208078826,"NA",3,79947.6347958888,-32.3025203194552
"2944",2944,73,12,1212.63088898836,"SA",2,52335.8969874359,-413.606866815074
"2946",2946,5,5,820.519551576101,"Asia",2,75804.2283357647,149.039303084113
"2947",2947,74,12,2065.62196984533,"Asia",2,87666.8515847395,458.723260006699
"2948",2948,98,12,2107.26828433534,"Asia",2,11116.3591386834,466.261237184055
"2951",2951,40,10,1222.79932996909,"Asia",2,50355.7889754195,-57.8009446255926
"2953",2953,12,8,898.191563742655,"NA",2,40199.198210686,-182.097264186804
"2954",2954,89,7,906.660313505305,"EU",3,96149.851510773,-116.395046780295
"2955",2955,96,12,1779.32041560656,"Asia",3,87758.6883388795,142.618700728911
"2956",2956,70,11,1081.62321455404,"Asia",3,94529.0522108604,-405.632433179128
"2957",2957,55,4,564.779837115865,"SA",3,10936.913257105,-58.3423112205909
"2960",2960,80,7,590.199333687619,"Asia",3,39897.2657062928,-344.972581755078
"2962",2962,51,4,475.290137229443,"Asia",2,30485.4191486081,-80.1717666505498
"2963",2963,50,3,450.256517692597,"SA",4,80217.9268635395,49.3553356846663
"2967",2967,85,6,676.647389814391,"Asia",4,94161.7331569812,-221.134446526416
"2970",2970,8,6,539.218192231117,"Asia",1,20337.1446387735,-32.9268142555154
"2971",2971,32,6,691.857082620121,"Asia",4,10489.8048941523,-145.657240686756
"2974",2974,53,3,497.245616562463,"NA",2,84675.2412826081,-5.78418108072674
"2981",2981,34,7,1235.67597139479,"EU",3,3891.63127495861,253.078936924186
"2982",2982,92,11,1538.73585448903,"Asia",2,39811.5858408411,32.3159498679879
"2984",2984,99,11,1281.54719531658,"Asia",2,45045.868674136,-204.304077834143
"2985",2985,14,8,850.753913402116,"NA",2,69749.3179840143,-247.119715125841
"2986",2986,50,3,374.105685290855,"EU",1,42084.4634454658,127.794107616942
"2987",2987,95,12,1994.67637448964,"Asia",2,34591.5414136257,385.503254407853
"2988",2988,7,6,536.063896533917,"Asia",2,34563.7690468174,-320.295516195519
"2990",2990,55,4,515.182494994052,"NA",4,31367.3393729981,-127.17257643904
"2991",2991,78,4,718.14833969471,"NA",4,45946.8272000235,80.9481499631927
"2992",2992,17,9,1457.19214365066,"NA",3,2458.9607928372,191.940615077748
"2994",2994,75,3,431.427894886356,"Asia",1,63049.9543151823,158.990525328089
"2995",2995,78,4,660.101327664067,"EU",2,48063.9921842634,34.50385528444
"2996",2996,40,9,1036.80237575911,"Asia",3,65319.2577490553,-150.971862007402
"2999",2999,45,12,1644.51747182459,"EU",2,58877.3853402275,108.636894382632
"3001",3001,100,5,435.252904030303,"SA",3,92039.425577326,-259.060396945383
"3003",3003,65,10,1738.38407669693,"NA",3,45681.4545618477,362.895874079592
"3004",3004,1,4,520.882157601453,"EU",1,73958.7720164945,173.728385305812
"3005",3005,56,6,653.958994947568,"NA",2,11678.4949338636,-139.641629673277
"3006",3006,73,12,1718.0690377278,"EU",1,2303.80758904573,371.17156546015
"3007",3007,9,8,1225.30052293273,"Asia",1,3434.36305265757,358.648772242019
"3008",3008,5,5,734.492561707518,"Asia",3,74786.3931154723,85.015831067869
"3009",3009,31,6,617.080779011322,"Asia",4,24049.614431941,-181.780097548292
"3011",3011,52,5,649.550881842241,"Asia",3,66429.5727952947,0.310790665602099
"3013",3013,41,9,1569.08749944107,"SA",4,1965.20204059104,306.167480620622
"3014",3014,89,9,1264.85108794731,"Asia",2,81140.9136255844,29.9437648009321
"3015",3015,83,6,737.706118830822,"SA",4,73016.7203872413,-104.890428713316
"3018",3018,59,6,1081.36645505223,"EU",3,11098.845653106,226.608787029652
"3020",3020,42,10,1423.35000230455,"Asia",3,46134.4021891009,82.6647310963901
"3023",3023,54,5,655.498526980619,"SA",3,38470.909621215,-5.08654185401031
"3024",3024,70,10,1648.5713150382,"SA",4,31521.2699254572,285.24712248792
"3027",3027,58,6,653.996391668075,"NA",3,27329.1835581805,-195.691576052125
"3028",3028,54,5,963.635528262532,"Asia",4,93577.2497550433,208.686581864433
"3029",3029,33,7,994.760108576408,"NA",3,68887.5401097103,29.930742164617
"3030",3030,25,3,502.748912379484,"Asia",2,42870.1145630765,62.7552260943012
"3032",3032,20,11,1917.14521105041,"NA",3,71565.6875275047,439.664253502618
"3034",3034,49,13,1248.41574407192,"Asia",1,86051.5948560052,-334.425341657927
"3036",3036,33,6,1142.14908727625,"Asia",3,60668.2208817678,259.482248942153
"3042",3042,44,10,1402.8472590262,"EU",2,17912.9112834635,99.6717247007527
"3043",3043,68,11,1485.00849991038,"SA",3,55958.933885688,24.353503935773
"3045",3045,84,7,1201.42599792327,"SA",3,8492.4471211913,257.721925390675
"3047",3047,87,7,847.18655248541,"Asia",2,30263.2112270168,-145.843398595467
"3048",3048,7,6,594.930802230353,"NA",1,67340.1032657514,0.809357120544973
"3049",3049,51,3,296.266954767005,"EU",4,28907.4334368976,-165.727801668829
"3051",3051,57,7,1169.56001392131,"NA",2,15557.805493162,222.788151437323
"3053",3053,24,14,1191.17728242229,"Asia",2,93823.0626028609,-666.687077064358
"3054",3054,57,6,880.965825035025,"EU",2,57963.1721544585,-20.7469106788791
"3058",3058,29,5,842.600209818289,"EU",2,57838.8952448785,174.588303499317
"3060",3060,1,3,384.377508749042,"NA",3,57813.7465039417,-21.256129576796
"3061",3061,31,5,840.188602074352,"Asia",3,87762.4421832422,130.139871571722
"3063",3063,51,5,554.952587010639,"EU",1,50290.0414721961,70.0352415524305
"3064",3064,86,7,1095.16070971595,"EU",3,33636.4831332124,118.080334018779
"3065",3065,73,13,1126.57983709602,"NA",3,39537.9402538331,-639.982934998975
"3066",3066,38,9,1071.449672906,"Asia",2,95181.9385229582,-114.585742067526
"3067",3067,32,8,1132.31801863047,"Asia",3,691.462448243285,53.0286560380409
"3069",3069,8,7,682.089264328854,"NA",2,77203.2745209171,-220.730551990246
"3070",3070,1,2,430.926556059258,"Asia",3,17619.1335442497,55.4747218624088
"3072",3072,74,13,2236.18695464696,"Asia",3,24380.1019555244,485.053225847549
"3074",3074,34,7,1112.0035804922,"SA",1,94301.6138710133,367.818028231279
"3076",3076,48,12,1065.32205980592,"Asia",4,68133.95082481,-599.193107472845
"3077",3077,8,6,828.5507032218,"EU",2,45335.9154560105,5.924948466959
"3078",3078,1,4,406.156881352468,"EU",2,16014.2604927232,-153.320144135851
"3079",3079,52,4,381.899486253106,"Asia",4,60154.2336096761,-182.721074393149
"3082",3082,90,11,1280.49448352423,"Asia",2,59519.0587337895,-140.471841990776
"3083",3083,38,9,1384.85558384814,"EU",2,13022.820434656,111.679857363112
"3084",3084,70,11,1537.41598396294,"Asia",2,42340.5305645135,108.969788065452
"3085",3085,11,8,937.552178922079,"Asia",4,90122.829311352,-225.572099946048
"3087",3087,83,6,964.788699790432,"Asia",1,5078.83163254266,308.869033252673
"3088",3088,85,9,1022.20533763099,"Asia",3,10353.6675472087,-142.52875639785
"3089",3089,52,3,466.045121034206,"NA",1,58454.2358723888,180.431527612913
"3092",3092,91,10,1342.54752046257,"SA",1,13022.1622522913,202.189444714596
"3093",3093,4,5,921.210383430066,"NA",1,52239.3907217346,386.072034694377
"3094",3094,50,2,401.522096358987,"EU",3,19749.2932122743,58.2794722542961
"3096",3096,56,6,566.373408399569,"SA",2,86756.0257948476,-195.171535374464
"3097",3097,3,5,432.042856061136,"NA",3,73191.2720546513,-239.567288150476
"3098",3098,74,12,1567.52139621352,"Asia",1,50255.3434408852,110.432501620049
"3100",3100,65,10,1333.85377886405,"EU",3,21683.4786097454,-39.8610501775463
"3101",3101,74,11,1526.68568183179,"NA",2,30911.2166194429,-4.79661790586169
"3102",3102,30,5,635.0962715803,"Asia",1,76243.5352737894,129.945685025136
"3103",3103,53,5,676.052760398682,"EU",2,36055.2856516528,27.5291054990035
"3104",3104,54,4,819.862299085611,"SA",3,97670.4997806873,175.234394476815
"3108",3108,41,10,1712.53759093762,"NA",3,70060.6462517905,357.252987179082
"3114",3114,79,5,449.58313339139,"Asia",3,31197.3869961295,-224.03390118791
"3116",3116,65,9,1414.04087905476,"SA",3,40353.4452932398,245.095560441108
"3118",3118,100,3,397.508506699409,"NA",2,80765.56721018,-117.750759293266
"3119",3119,27,4,477.551559632701,"SA",3,54155.2079907311,-71.3571047855907
"3120",3120,90,9,1316.47278476797,"Asia",1,65856.5304137932,257.07582852027
"3121",3121,50,3,393.011032784673,"EU",2,65116.5106192224,7.19685684095401
"3123",3123,24,12,2006.09386432278,"NA",1,90329.2680039732,578.959783077456
"3124",3124,63,8,740.91820232555,"SA",3,55427.6178540043,-370.018977376347
"3127",3127,44,11,941.3761450576,"NA",4,24954.9141116166,-536.43514173306
"3129",3129,82,6,1025.18272139217,"EU",3,34807.4923536361,127.40958927068
"3132",3132,91,10,1593.95868919241,"Asia",2,81498.114333404,264.601504743978
"3133",3133,74,11,1443.29797210329,"NA",2,76886.6803518499,-95.9112932707942
"3134",3134,33,6,517.434255128807,"Asia",2,11216.7674905357,-309.855948535845
"3135",3135,3,4,662.792005722005,"SA",4,55888.6796644614,55.1355815665172
"3136",3136,91,9,1246.87686934941,"SA",3,17826.047649008,-39.7080892788283
"3137",3137,47,12,1627.69924626293,"EU",4,23062.633666564,3.35074148056515
"3139",3139,9,7,902.839781260209,"Asia",1,37245.8845575904,130.681602356892
"3141",3141,40,9,967.626111502835,"SA",3,44364.775188351,-247.23394770466
"3143",3143,37,9,1139.2355753104,"Asia",3,74035.9759301059,-27.6350509237222
"3144",3144,81,6,623.059471261695,"EU",2,81411.876425046,-256.041880358684
"3145",3145,87,7,1198.7041619069,"NA",1,18744.9050844661,392.988203248163
"3146",3146,49,12,2057.9464922324,"NA",4,63194.5022357753,393.637880712832
"3147",3147,41,10,1778.91895167914,"NA",1,61143.0561401588,599.30321587165
"3148",3148,76,4,383.012046741472,"SA",1,77698.9626981297,-32.5286701040101
"3150",3150,57,6,1082.81752802613,"EU",4,2934.55856396095,237.080114001612
"3151",3151,35,8,670.348130076709,"Asia",1,32133.2764747746,-205.103711563785
"3152",3152,35,6,844.154207917984,"Asia",4,87022.9974513275,-25.797754167314
"3156",3156,100,2,211.209770377249,"EU",4,60305.2215614717,-120.593985152433
"3158",3158,27,5,422.417331104635,"Asia",1,44814.1953734953,-38.426881562461
"3159",3159,16,9,862.469569538933,"NA",4,96131.4340459784,-408.016214023777
"3161",3161,90,9,1045.1510892398,"Asia",1,29481.9239173892,92.4832559486201
"3162",3162,94,12,1151.09971612588,"SA",3,83970.3930921417,-488.288813708981
"3163",3163,60,8,798.757088803182,"NA",3,8738.71314604185,-263.702067185927
"3164",3164,28,3,591.751119845829,"Asia",2,5148.16380707477,129.092902510767
"3165",3165,5,5,591.679351203706,"Asia",1,13680.7907858477,64.7109177459214
"3166",3166,25,2,374.641561591787,"Asia",1,48352.6187832628,223.103895910245
"3167",3167,68,11,1274.31346357161,"NA",2,76259.351301251,-231.722486411886
"3168",3168,52,5,821.235378233992,"Asia",3,1991.71706464794,124.469615362549
"3170",3170,48,13,1870.89455217337,"SA",1,9285.68562465976,289.059589837265
"3172",3172,39,9,830.994812807386,"Asia",2,90348.0996703408,-430.016281877222
"3173",3173,11,7,1106.84343231322,"Asia",3,78782.3426049,147.608451045265
"3174",3174,68,11,1413.85313068415,"Asia",3,77782.9723230957,-32.9517048625773
"3176",3176,40,9,1283.33177241496,"Asia",2,35888.9900530223,104.741348659913
"3178",3178,10,7,874.006521990756,"NA",2,21852.2250989203,-98.8440536988832
"3179",3179,6,5,727.995923476328,"NA",4,44010.6079075208,48.7450701523557
"3180",3180,4,5,619.239793519063,"EU",2,79777.5566218814,-114.198142055117
"3182",3182,19,12,1937.20582123845,"Asia",2,80955.6568847601,380.521992070524
"3183",3183,49,13,1759.67451089434,"NA",3,46718.8640777024,38.9311809509538
"3184",3184,51,3,529.028347685529,"EU",3,60050.8864988275,29.7101703599932
"3185",3185,17,10,1517.28179948647,"NA",2,79386.7958777079,160.109924493481
"3186",3186,54,5,823.888593210731,"SA",2,94831.6243644843,131.872209128491
"3189",3189,96,12,1755.58847834851,"Asia",3,16753.0047606512,132.044340699046
"3190",3190,96,12,1048.8999413172,"NA",3,91555.8310383176,-515.069502454916
"3194",3194,89,9,1126.89067397178,"NA",4,75599.593154557,-145.658683839034
"3200",3200,12,8,663.468169263079,"EU",4,42859.4375221913,-409.182856054825
"3202",3202,88,8,1126.24749585464,"EU",2,33093.243102035,17.6006874480179
"3208",3208,34,7,856.122341585272,"SA",3,6411.37851184141,-127.709430615499
"3209",3209,52,4,614.567922389037,"NA",2,58661.049791123,30.637447988392
"3210",3210,91,9,1031.38815809636,"EU",3,48450.5907730577,-207.719775325019
"3211",3211,93,11,1360.45797899254,"Asia",3,98029.4714505218,-109.129756760864
"3212",3212,57,6,857.897822581902,"Asia",3,84305.3134573039,22.0442043750697
"3213",3213,79,4,676.110983867877,"Asia",4,2098.76924232719,74.0649801469582
"3215",3215,38,10,1677.4508588572,"Asia",3,42429.154241336,362.400007034584
"3218",3218,14,9,1314.73082637559,"EU",2,62888.500707329,116.658628721234
"3219",3219,96,11,1428.74670791415,"Asia",3,28741.0028444098,-77.9215430206248
"3220",3220,47,11,955.858370963842,"Asia",3,76743.8116123499,-572.921843308342
"3221",3221,97,11,1029.0608212025,"Asia",2,38046.3219030239,-519.911028078765
"3223",3223,20,12,1195.64999016853,"Asia",2,2394.37736134208,-417.530560744743
"3225",3225,15,10,850.515949565437,"Asia",4,51855.97990182,-484.165526300595
"3228",3228,1,4,672.062056772262,"Asia",4,51126.1422482673,42.2508157696299
"3229",3229,48,12,1951.2979313849,"EU",2,92738.8663767341,394.685776585484
"3230",3230,78,4,772.817275427539,"NA",2,63577.142696643,156.358608712625
"3233",3233,7,6,547.101743391801,"EU",2,98975.9528713028,-297.733144946005
"3234",3234,69,10,1281.91648666355,"Asia",3,36818.9760766004,-97.485369223549
"3235",3235,20,12,1016.11954483059,"Asia",3,58459.5657781838,-597.836467743251
"3236",3236,12,7,853.026665620234,"Asia",4,9834.40552635002,-146.106463335545
"3238",3238,47,13,1904.95641056916,"EU",2,92945.5692829276,177.098659527764
"3239",3239,2,3,400.181998465006,"EU",3,89357.990740133,-118.319979448021
"3241",3241,51,3,495.754786869506,"EU",4,91998.4302618527,7.00961114904334
"3243",3243,8,7,954.004721373555,"NA",3,84235.8599559367,21.8685557971501
"3244",3244,72,11,913.510062681855,"Asia",1,98162.9642170456,-402.496281644796
"3247",3247,55,5,482.733492860954,"EU",4,26291.944006996,-228.896388702226
"3248",3248,39,9,745.111078197739,"NA",2,54375.268676467,-468.324665089935
"3249",3249,70,12,1988.38170589081,"NA",2,67033.8867203558,392.211963884407
"3250",3250,65,9,1172.10081440262,"EU",1,72048.8089360935,125.439144701479
"3251",3251,75,4,492.978340939571,"EU",3,48103.2198206009,-119.026637922683
"3254",3254,79,5,561.239944126238,"EU",2,55306.6398888244,-119.834017482285
"3257",3257,82,7,1059.80603023932,"NA",2,8153.77361015137,157.545601222119
"3260",3260,94,11,985.884491617547,"Asia",3,39844.3077185426,-479.215631419813
"3261",3261,75,3,269.71021332936,"NA",4,87975.4541547108,-149.215815162304
"3265",3265,3,5,524.909262820465,"Asia",2,72072.0448527227,-220.077636644127
"3268",3268,63,9,881.88892391586,"NA",2,53385.2870800649,-385.720690469904
"3270",3270,58,6,1144.43578331629,"Asia",3,28844.4497221916,230.581121100724
"3273",3273,62,8,1019.67721649688,"Asia",2,46229.1136046019,-110.338328735542
"3274",3274,92,11,868.173769446974,"Asia",2,92568.2326278007,-575.449376463627
"3275",3275,43,10,1395.47604321473,"SA",4,17769.2950486571,-6.78292874044064
"3278",3278,75,4,462.924183464894,"EU",1,12824.5675199458,123.915444825226
"3285",3285,47,13,1965.99134919674,"SA",2,39819.9823050946,286.357050901283
"3286",3286,55,6,658.109534253942,"Asia",1,26500.9348471959,12.1292231846563
"3291",3291,95,12,1827.39698311387,"NA",4,57475.0839125498,220.021528985516
"3292",3292,52,3,414.825144296356,"Asia",2,27805.4897327365,-15.1745649871024
"3293",3293,31,5,636.675127396905,"EU",2,25484.591614031,-78.9021771550298
"3294",3294,91,10,1125.33639514703,"Asia",3,46591.5965116946,-200.78253342373
"3298",3298,3,5,558.077424601524,"Asia",1,73530.6477293246,44.6386781266835
"3299",3299,14,8,938.799985733304,"NA",4,27177.8223825954,-186.392750596505
"3303",3303,69,10,1591.3581214434,"EU",2,66375.9320850754,173.285821997919
"3304",3304,70,12,1412.67078066504,"Asia",2,50674.4339661368,-153.256801522395
"3305",3305,73,12,1320.72446278453,"SA",2,84050.8895473746,-264.058744384615
"3308",3308,91,11,1583.03833108768,"Asia",2,27359.4511693271,130.882900983499
"3309",3309,9,7,1117.12351271252,"NA",3,5671.90861118585,212.700882066751
"3313",3313,39,8,840.414652090721,"NA",3,53868.5060437177,-309.988298739238
"3315",3315,82,6,653.49426085688,"EU",4,15440.5561337555,-183.488724659625
"3316",3316,29,6,523.443131448805,"Asia",4,40371.9745389086,-302.256062926227
"3319",3319,6,5,471.675032973822,"SA",4,6799.66573455837,-221.556403569045
"3320",3320,79,4,523.780046764376,"Asia",3,77460.8570729038,-61.843924275947
"3325",3325,72,14,2403.41613184692,"NA",2,43141.7507253089,547.069782595377
"3326",3326,19,9,1617.04968783813,"EU",4,57193.9304039881,347.016944770949
"3328",3328,68,11,1924.65249460036,"NA",2,87349.0379540878,419.982371591328
"3330",3330,13,8,1029.56454724392,"Asia",1,4704.67352629406,87.2224696199798
"3331",3331,7,7,685.461636634152,"NA",3,29542.2230052052,-244.429112776217
"3332",3332,76,4,557.958215225155,"Asia",3,95492.5534979075,7.54694209352738
"3333",3333,20,12,1127.58714392351,"Asia",3,12403.9357876608,-431.827172870067
